,Language,a,b,c,d,prompts
13,EN,torso,stand,chair,"['seat', 'armrest', 'headrest', 'armrests', 'rest', 'pad', 'back', 'leg', 'backrest', 'legs']","""torso"" is to ""stand"" as ""chair"" is to "
14,EN,table,tableware,bus,"['seats', 'conductor', 'window', 'driver', 'roof']","""table"" is to ""tableware"" as ""bus"" is to "
15,EN,telephone,mouthpiece,day,"['hour', 'forenoon', 'eventide', 'nanosecond', 'noonday', 'femtosecond', 'hr', 'minutes', 'microsecond', 'msec', 'time', 'midnight', 'sec', 'nighttime', 'min', 'morning', 'noon', 'evening', 'dark', 'picosecond', 'daytime', 'minute', 'daylight', 's', 'high', 'quarter', 'second', 'afternoon', 'twelve', 'midday', 'midafternoon', 'attosecond', 'night', 'morning_time', 'high_noon', 'half-hour', 'twelve_noon', 'late-night_hour', 'early-morning_hour', 'lights-out', '60_minutes', 'small_hours', '30_minutes', '15_minutes', 'quarter-hour']","""telephone"" is to ""mouthpiece"" as ""day"" is to "
16,EN,car,back,car,"['engine', 'armrest', 'headrest', 'grille', 'hinge', 'tailpipe', 'suspension', 'hood', 'horn', 'petrol', 'pintle', 'trunk', 'floorboard', 'bar', 'buffer', 'door', 'stabilizer', 'seat', 'window', 'exhaust', 'tailfin', 'back', 'luggage', 'pedal', 'seatbelt', 'wing', 'fin', 'silencer', 'compartment', 'radiator', 'accessory', 'sunroof', 'lights', 'bumper', 'glove', 'bag', 'cushion', 'backrest', 'accelerator', 'third', 'bonnet', 'air', 'gear', 'muffler', 'mirror', 'reverse', 'anti-sway_bar', 'car_seat', 'automobile_horn', 'anti-sway', 'automobile_engine', 'gasoline_engine', 'car_door', 'glove_compartment', 'bumper_guard', 'exhaust_system', 'first_gear', 'high_gear', 'rear_window', 'air_bag', 'doorlock', 'automobile_trunk', 'auto_accessory', 'inlet_manifold', 'horn_button', 'running_board', 'stabilizer_bar', 'low_gear', 'flexible_joint', 'hood_ornament', 'exhaust_valve', 'car_mirror', 'seat_belt', 'car_window', 'suspension_system']","""car"" is to ""back"" as ""car"" is to "
17,EN,telephone,telephone_receiver,apartment,"['bedroom', 'room', 'bathroom', 'kitchen', 'kitchenette', 'living_room', 'pantry', 'toilet', 'shower_room']","""telephone"" is to ""telephone_receiver"" as ""apartment"" is to "
18,EN,apartment,bathroom,day,"['hour', 'forenoon', 'eventide', 'nanosecond', 'noonday', 'femtosecond', 'hr', 'minutes', 'microsecond', 'msec', 'time', 'midnight', 'sec', 'nighttime', 'min', 'morning', 'noon', 'evening', 'dark', 'picosecond', 'daytime', 'minute', 'daylight', 's', 'high', 'quarter', 'second', 'afternoon', 'twelve', 'midday', 'midafternoon', 'attosecond', 'night', 'morning_time', 'high_noon', 'half-hour', 'twelve_noon', 'late-night_hour', 'early-morning_hour', 'lights-out', '60_minutes', 'small_hours', '30_minutes', '15_minutes', 'quarter-hour']","""apartment"" is to ""bathroom"" as ""day"" is to "
19,EN,day,microsecond,orthography,"['hyphenation', 'punctuation', 'punctuation_mark', 'word_division', 'spelling']","""day"" is to ""microsecond"" as ""orthography"" is to "
20,EN,typewriter,keyboard,typewriter,"['keyboard', 'carriage', 'tab', 'ribbon', 'shift', 'backspace', 'key', 'typewriter_carriage', 'backspace_key', 'action_mechanism', 'typewriter_keyboard', 'shift_key', 'space_bar', 'tab_key', 'backspacer']","""typewriter"" is to ""keyboard"" as ""typewriter"" is to "
21,EN,car,engine,car,"['engine', 'armrest', 'headrest', 'grille', 'hinge', 'tailpipe', 'suspension', 'hood', 'horn', 'petrol', 'pintle', 'trunk', 'floorboard', 'bar', 'buffer', 'door', 'stabilizer', 'seat', 'window', 'exhaust', 'tailfin', 'back', 'luggage', 'pedal', 'seatbelt', 'wing', 'fin', 'silencer', 'compartment', 'radiator', 'accessory', 'sunroof', 'lights', 'bumper', 'glove', 'bag', 'cushion', 'backrest', 'accelerator', 'third', 'bonnet', 'air', 'gear', 'muffler', 'mirror', 'reverse', 'anti-sway_bar', 'car_seat', 'automobile_horn', 'anti-sway', 'automobile_engine', 'gasoline_engine', 'car_door', 'glove_compartment', 'bumper_guard', 'exhaust_system', 'first_gear', 'high_gear', 'rear_window', 'air_bag', 'doorlock', 'automobile_trunk', 'auto_accessory', 'inlet_manifold', 'horn_button', 'running_board', 'stabilizer_bar', 'low_gear', 'flexible_joint', 'hood_ornament', 'exhaust_valve', 'car_mirror', 'seat_belt', 'car_window', 'suspension_system']","""car"" is to ""engine"" as ""car"" is to "
22,EN,chair,pad,torso,"['chest', 'arse', 'shoulder', 'bum', 'midriff', 'groin', 'diaphragm', 'lat', 'pectoralis', 'gluteus', 'middle', 'stomach', 'thorax', 'tush', 'ab', 'rump', 'breastbone', 'buns', 'gladiolus', 'haunch', 'backside', 'buttocks', 'serratus', 'pectoral', 'navel', 'paunch', 'mediastinum', 'axilla', 'back', 'belly', 'bottom', 'fundament', 'acromion', 'derriere', 'hindgut', 'gut', 'saddle', 'cheek', 'waist', 'butt', 'bowel', 'keister', 'bellybutton', 'loins', 'abdominal', 'rear', 'dorsum', 'posterior', 'small', 'abdomen', 'umbilicus', 'armpit', 'waistline', 'sternum', 'scapula', 'manubrium', 'fanny', 'side', 'midsection', 'hip', 'intestine', 'breast', 'tail', 'hindquarters', 'xiphoid_process', 'thoracic_vertebra', 'abdominal_wall', 'musculus_deltoideus', 'abdominal_cavity', 'arteria_circumflexa_scapulae', 'arteria_glutes', 'arteria_axillaris', 'axillary_fossa', 'arteria_colica', 'articulatio_humeri', 'shoulder_joint', 'gall_bladder', 'spare_tire', 'arteria_circumflexa_humeri', 'serratus_muscles', 'love_handle', 'latissimus_dorsi', 'abdominal_muscle', 'abdominal_aorta', 'vena_thoracica', 'musculus_pectoralis', 'hypochondrium', 'area_of_cardiac_dullness', 'glenoid_cavity', 'rib_cage', 'thoracic_aorta', 'acromial_process', 'shoulder_bone', 'gluteal_muscle', 'inguen', 'shoulder_blade', 'rotator_cuff', 'corpus_sternum', 'dorsal_vertebra', 'teres_muscle', 'thoracic_cavity', 'chest_cavity', 'deltoid_muscle', 'gluteal_artery', 'glenoid_fossa', 'nates', 'lumbar_vertebra', 'hind_end']","""chair"" is to ""pad"" as ""torso"" is to "
23,EN,apartment,room,teapot,"['spout', 'handle', 'knob', 'lid', 'body', 'belly', 'base', 'filter', 'tea_filter']","""apartment"" is to ""room"" as ""teapot"" is to "
24,EN,chair,seat,car,"['engine', 'armrest', 'headrest', 'grille', 'hinge', 'tailpipe', 'suspension', 'hood', 'horn', 'petrol', 'pintle', 'trunk', 'floorboard', 'bar', 'buffer', 'door', 'stabilizer', 'seat', 'window', 'exhaust', 'tailfin', 'back', 'luggage', 'pedal', 'seatbelt', 'wing', 'fin', 'silencer', 'compartment', 'radiator', 'accessory', 'sunroof', 'lights', 'bumper', 'glove', 'bag', 'cushion', 'backrest', 'accelerator', 'third', 'bonnet', 'air', 'gear', 'muffler', 'mirror', 'reverse', 'anti-sway_bar', 'car_seat', 'automobile_horn', 'anti-sway', 'automobile_engine', 'gasoline_engine', 'car_door', 'glove_compartment', 'bumper_guard', 'exhaust_system', 'first_gear', 'high_gear', 'rear_window', 'air_bag', 'doorlock', 'automobile_trunk', 'auto_accessory', 'inlet_manifold', 'horn_button', 'running_board', 'stabilizer_bar', 'low_gear', 'flexible_joint', 'hood_ornament', 'exhaust_valve', 'car_mirror', 'seat_belt', 'car_window', 'suspension_system']","""chair"" is to ""seat"" as ""car"" is to "
25,EN,church,chapel,castle,"['donjon', 'tower', 'turret', 'gate', 'dungeon', 'moat', 'keep', 'great_hall']","""church"" is to ""chapel"" as ""castle"" is to "
26,EN,radio,receiver,shirt,"['button', 'collar', 'dickey', 'sleeve', 'buttons', 'pocket', 'shirttail', 'shirtsleeve', 'shirtfront', 'shirt_button']","""radio"" is to ""receiver"" as ""shirt"" is to "
27,EN,piano,soft_pedal,castle,"['donjon', 'tower', 'turret', 'gate', 'dungeon', 'moat', 'keep', 'great_hall']","""piano"" is to ""soft_pedal"" as ""castle"" is to "
28,EN,radio,detector,dress,"['sleeve', 'plastron', 'zip', 'zipper', 'fastener', 'hemline', 'bodice', 'neckline', 'waistline', 'belt', 'slide_fastener', 'zip_fastener']","""radio"" is to ""detector"" as ""dress"" is to "
29,EN,pie,crust,shirt,"['button', 'collar', 'dickey', 'sleeve', 'buttons', 'pocket', 'shirttail', 'shirtsleeve', 'shirtfront', 'shirt_button']","""pie"" is to ""crust"" as ""shirt"" is to "
30,SL,dan,nanosekunda,stanovanje,"['spalnica', 'soba', 'kopalnica', 'kuhinja', 'majhna_kuhinja', 'dnevna_soba', 'shramba', 'stranišče', 'tuš_kabina']","Beseda ""dan"" je besedi ""nanosekunda"" enako, kot je beseda ""stanovanje"" besedi "
31,SL,telefon,sprejemnik,avtomobil,"['motor', 'naslonjalo_za_roke', 'naslonjalo_za_glavo', 'rešetka', 'tečaj', 'izpušna_cev', 'vzmetenje', 'pokrov_motorja', 'hupa', 'troblja', 'gorivo', 'kljuka', 'prtljažnik', 'talna_obloga', 'drog', 'plin', 'loščilnik', 'vrata', 'stabilizator', 'sedež', 'okno', 'izpuh', 'zadek', 'prtljaga', 'pedal', 'varnostni_pas', 'visok', 'spoiler', 'bencin', 'pokrov', 'dušilec', 'pištola', 'predal', 'hladilnik', 'dodatna_oprema', 'strešno_okno', 'streha', 'luči', 'odbijač', 'rokavica', 'torba', 'blazina', 'naslonjalo', 'pedal_za_plin', 'blatnik', 'tretja', 'zrak', 'prestava', 'dušilec_zvoka', 'okledalo', 'vzvratno', 'prečni_stabilizator', 'avtomobilski_sedež', 'avtomobilska_hupa', 'avtomobilski_motor', 'bencinski_motor', 'vrata_avta', 'amortizer', 'predal_za_rokavice', 'zaščita_za_odbijač', 'izpušni_sistem', 'prva_prestava', 'visoka_prestava', 'zadnje_okno', 'sončna_streha', 'tretja_prestava', 'zračna_blazina', 'ključavnica', 'dodatek_za_avto', 'sesalni_razdelilnik', 'gub_za_hupo', 'stopnička', 'izpušni_razdelilnik', 'rešetka_za_hladilnik', 'nizka_prestava', 'gibljivi_stik', 'okrasek_na_pokrovu', 'izpušni_ventil', 'ogledalo', 'vzvratna_prestava', 'DOUBLE_avtomobilska_hupa', 'okno_na_avtu', 'vzmetni_sistem']","Beseda ""telefon"" je besedi ""sprejemnik"" enako, kot je beseda ""avtomobil"" besedi "
32,SL,film,snemanje,avtomobil,"['motor', 'naslonjalo_za_roke', 'naslonjalo_za_glavo', 'rešetka', 'tečaj', 'izpušna_cev', 'vzmetenje', 'pokrov_motorja', 'hupa', 'troblja', 'gorivo', 'kljuka', 'prtljažnik', 'talna_obloga', 'drog', 'plin', 'loščilnik', 'vrata', 'stabilizator', 'sedež', 'okno', 'izpuh', 'zadek', 'prtljaga', 'pedal', 'varnostni_pas', 'visok', 'spoiler', 'bencin', 'pokrov', 'dušilec', 'pištola', 'predal', 'hladilnik', 'dodatna_oprema', 'strešno_okno', 'streha', 'luči', 'odbijač', 'rokavica', 'torba', 'blazina', 'naslonjalo', 'pedal_za_plin', 'blatnik', 'tretja', 'zrak', 'prestava', 'dušilec_zvoka', 'okledalo', 'vzvratno', 'prečni_stabilizator', 'avtomobilski_sedež', 'avtomobilska_hupa', 'avtomobilski_motor', 'bencinski_motor', 'vrata_avta', 'amortizer', 'predal_za_rokavice', 'zaščita_za_odbijač', 'izpušni_sistem', 'prva_prestava', 'visoka_prestava', 'zadnje_okno', 'sončna_streha', 'tretja_prestava', 'zračna_blazina', 'ključavnica', 'dodatek_za_avto', 'sesalni_razdelilnik', 'gub_za_hupo', 'stopnička', 'izpušni_razdelilnik', 'rešetka_za_hladilnik', 'nizka_prestava', 'gibljivi_stik', 'okrasek_na_pokrovu', 'izpušni_ventil', 'ogledalo', 'vzvratna_prestava', 'DOUBLE_avtomobilska_hupa', 'okno_na_avtu', 'vzmetni_sistem']","Beseda ""film"" je besedi ""snemanje"" enako, kot je beseda ""avtomobil"" besedi "
33,SL,pristanišče,sidrišče,avtomobil,"['motor', 'naslonjalo_za_roke', 'naslonjalo_za_glavo', 'rešetka', 'tečaj', 'izpušna_cev', 'vzmetenje', 'pokrov_motorja', 'hupa', 'troblja', 'gorivo', 'kljuka', 'prtljažnik', 'talna_obloga', 'drog', 'plin', 'loščilnik', 'vrata', 'stabilizator', 'sedež', 'okno', 'izpuh', 'zadek', 'prtljaga', 'pedal', 'varnostni_pas', 'visok', 'spoiler', 'bencin', 'pokrov', 'dušilec', 'pištola', 'predal', 'hladilnik', 'dodatna_oprema', 'strešno_okno', 'streha', 'luči', 'odbijač', 'rokavica', 'torba', 'blazina', 'naslonjalo', 'pedal_za_plin', 'blatnik', 'tretja', 'zrak', 'prestava', 'dušilec_zvoka', 'okledalo', 'vzvratno', 'prečni_stabilizator', 'avtomobilski_sedež', 'avtomobilska_hupa', 'avtomobilski_motor', 'bencinski_motor', 'vrata_avta', 'amortizer', 'predal_za_rokavice', 'zaščita_za_odbijač', 'izpušni_sistem', 'prva_prestava', 'visoka_prestava', 'zadnje_okno', 'sončna_streha', 'tretja_prestava', 'zračna_blazina', 'ključavnica', 'dodatek_za_avto', 'sesalni_razdelilnik', 'gub_za_hupo', 'stopnička', 'izpušni_razdelilnik', 'rešetka_za_hladilnik', 'nizka_prestava', 'gibljivi_stik', 'okrasek_na_pokrovu', 'izpušni_ventil', 'ogledalo', 'vzvratna_prestava', 'DOUBLE_avtomobilska_hupa', 'okno_na_avtu', 'vzmetni_sistem']","Beseda ""pristanišče"" je besedi ""sidrišče"" enako, kot je beseda ""avtomobil"" besedi "
34,SL,mačka,oči,čajnik,"['izliv', 'ročaj', 'držalo_pokrova', 'pokrov', 'telo', 'trebuh', 'osnova', 'filter', 'čajni_filter']","Beseda ""mačka"" je besedi ""oči"" enako, kot je beseda ""čajnik"" besedi "
35,SL,jelen,jelenjad,dan,"['ura', 'dopoldan', 'nanosekunda', 'femtosekunda', 'hr', 'minute', 'mikrosekunda', 'msec', 'čas', 'polnoč', 'sec', 'nočni_čas', 'min', 'jutro', 'opoldne', 'večer', 'tema', 'pikosekunda', 'UDPLICATE_dan', 'minuta', 'dnevna_svetloba', 's', 'skrajni', 'celo', 'četrt', 'zjutraj', 'sekunda', 'popoldne', 'dvanajst', 'milisekunda', 'sredina_dneva', 'sredi_popoldneva', 'attosekunda', 'noč', 'jutranji_čas', 'pozno_opoldne', 'pol_ure', 'opoldne_ob_dvanajstih', 'pozne_ure', 'zgodnje-jutranje_ure', 'čas_za_ugasniti_luči', '60_minut', 'zgodaj_zjutraj', '30_minut', '15_minut', 'četrt_ure']","Beseda ""jelen"" je besedi ""jelenjad"" enako, kot je beseda ""dan"" besedi "
36,SL,vrata,okvir,pita,"['skorja', 'sir', 'polnilo', 'sadja', 'jabolko', 'jagodičevje', 'pecivo', 'glazura']","Beseda ""vrata"" je besedi ""okvir"" enako, kot je beseda ""pita"" besedi "
37,SL,trup,velika_zadnjična_mišica,stanovanje,"['spalnica', 'soba', 'kopalnica', 'kuhinja', 'majhna_kuhinja', 'dnevna_soba', 'shramba', 'stranišče', 'tuš_kabina']","Beseda ""trup"" je besedi ""velika_zadnjična_mišica"" enako, kot je beseda ""stanovanje"" besedi "
38,SL,avtobus,sprevodnik,film,"['prizor', 'podnapis', 'posnetki', 'odpis', 'epizoda', 'snemanje', 'sekvenca', 'odpisi', 'napis']","Beseda ""avtobus"" je besedi ""sprevodnik"" enako, kot je beseda ""film"" besedi "
39,SL,ortografija,črkovanje,srajca,"['gumb', 'ovratnik', 'rokav', 'gumbi', 'žep', 'srajčni_rep', 'rokav_srajce', 'gumb_na_srajci']","Beseda ""ortografija"" je besedi ""črkovanje"" enako, kot je beseda ""srajca"" besedi "
40,SL,akademija,inštitut,dan,"['ura', 'dopoldan', 'nanosekunda', 'femtosekunda', 'hr', 'minute', 'mikrosekunda', 'msec', 'čas', 'polnoč', 'sec', 'nočni_čas', 'min', 'jutro', 'opoldne', 'večer', 'tema', 'pikosekunda', 'UDPLICATE_dan', 'minuta', 'dnevna_svetloba', 's', 'skrajni', 'celo', 'četrt', 'zjutraj', 'sekunda', 'popoldne', 'dvanajst', 'milisekunda', 'sredina_dneva', 'sredi_popoldneva', 'attosekunda', 'noč', 'jutranji_čas', 'pozno_opoldne', 'pol_ure', 'opoldne_ob_dvanajstih', 'pozne_ure', 'zgodnje-jutranje_ure', 'čas_za_ugasniti_luči', '60_minut', 'zgodaj_zjutraj', '30_minut', '15_minut', 'četrt_ure']","Beseda ""akademija"" je besedi ""inštitut"" enako, kot je beseda ""dan"" besedi "
41,SL,cerkev,oltar,dan,"['ura', 'dopoldan', 'nanosekunda', 'femtosekunda', 'hr', 'minute', 'mikrosekunda', 'msec', 'čas', 'polnoč', 'sec', 'nočni_čas', 'min', 'jutro', 'opoldne', 'večer', 'tema', 'pikosekunda', 'UDPLICATE_dan', 'minuta', 'dnevna_svetloba', 's', 'skrajni', 'celo', 'četrt', 'zjutraj', 'sekunda', 'popoldne', 'dvanajst', 'milisekunda', 'sredina_dneva', 'sredi_popoldneva', 'attosekunda', 'noč', 'jutranji_čas', 'pozno_opoldne', 'pol_ure', 'opoldne_ob_dvanajstih', 'pozne_ure', 'zgodnje-jutranje_ure', 'čas_za_ugasniti_luči', '60_minut', 'zgodaj_zjutraj', '30_minut', '15_minut', 'četrt_ure']","Beseda ""cerkev"" je besedi ""oltar"" enako, kot je beseda ""dan"" besedi "
42,SL,trup,lopatica,morksa_obala,"['pristanišče', 'morsko_pristanišče', 'dok', 'zatočišče', 'sidrišče', 'pristanek', 'pristaniščni_objekt', 'mesto_pristanka', 'pristajališče']","Beseda ""trup"" je besedi ""lopatica"" enako, kot je beseda ""morksa_obala"" besedi "
43,SL,trup,stojalo,stol,"['sedež', 'naslonjalo_za_roke', 'naslonjalo_za_glavo', 'naslonjala_za_roke', 'naslonjalo', 'blazina', 'hrbet', 'noga', 'noge']","Beseda ""trup"" je besedi ""stojalo"" enako, kot je beseda ""stol"" besedi "
44,SL,miza,namizni_pribor,avtobus,"['sedeži', 'sprevodnik', 'okno', 'voznik', 'streha']","Beseda ""miza"" je besedi ""namizni_pribor"" enako, kot je beseda ""avtobus"" besedi "
45,SL,telefon,ustnik,dan,"['ura', 'dopoldan', 'nanosekunda', 'femtosekunda', 'hr', 'minute', 'mikrosekunda', 'msec', 'čas', 'polnoč', 'sec', 'nočni_čas', 'min', 'jutro', 'opoldne', 'večer', 'tema', 'pikosekunda', 'UDPLICATE_dan', 'minuta', 'dnevna_svetloba', 's', 'skrajni', 'celo', 'četrt', 'zjutraj', 'sekunda', 'popoldne', 'dvanajst', 'milisekunda', 'sredina_dneva', 'sredi_popoldneva', 'attosekunda', 'noč', 'jutranji_čas', 'pozno_opoldne', 'pol_ure', 'opoldne_ob_dvanajstih', 'pozne_ure', 'zgodnje-jutranje_ure', 'čas_za_ugasniti_luči', '60_minut', 'zgodaj_zjutraj', '30_minut', '15_minut', 'četrt_ure']","Beseda ""telefon"" je besedi ""ustnik"" enako, kot je beseda ""dan"" besedi "
46,SL,avtomobil,zadek,avtomobil,"['motor', 'naslonjalo_za_roke', 'naslonjalo_za_glavo', 'rešetka', 'tečaj', 'izpušna_cev', 'vzmetenje', 'pokrov_motorja', 'hupa', 'troblja', 'gorivo', 'kljuka', 'prtljažnik', 'talna_obloga', 'drog', 'plin', 'loščilnik', 'vrata', 'stabilizator', 'sedež', 'okno', 'izpuh', 'zadek', 'prtljaga', 'pedal', 'varnostni_pas', 'visok', 'spoiler', 'bencin', 'pokrov', 'dušilec', 'pištola', 'predal', 'hladilnik', 'dodatna_oprema', 'strešno_okno', 'streha', 'luči', 'odbijač', 'rokavica', 'torba', 'blazina', 'naslonjalo', 'pedal_za_plin', 'blatnik', 'tretja', 'zrak', 'prestava', 'dušilec_zvoka', 'okledalo', 'vzvratno', 'prečni_stabilizator', 'avtomobilski_sedež', 'avtomobilska_hupa', 'avtomobilski_motor', 'bencinski_motor', 'vrata_avta', 'amortizer', 'predal_za_rokavice', 'zaščita_za_odbijač', 'izpušni_sistem', 'prva_prestava', 'visoka_prestava', 'zadnje_okno', 'sončna_streha', 'tretja_prestava', 'zračna_blazina', 'ključavnica', 'dodatek_za_avto', 'sesalni_razdelilnik', 'gub_za_hupo', 'stopnička', 'izpušni_razdelilnik', 'rešetka_za_hladilnik', 'nizka_prestava', 'gibljivi_stik', 'okrasek_na_pokrovu', 'izpušni_ventil', 'ogledalo', 'vzvratna_prestava', 'DOUBLE_avtomobilska_hupa', 'okno_na_avtu', 'vzmetni_sistem']","Beseda ""avtomobil"" je besedi ""zadek"" enako, kot je beseda ""avtomobil"" besedi "
47,SL,telefon,telefonski_sprejemnik,stanovanje,"['spalnica', 'soba', 'kopalnica', 'kuhinja', 'majhna_kuhinja', 'dnevna_soba', 'shramba', 'stranišče', 'tuš_kabina']","Beseda ""telefon"" je besedi ""telefonski_sprejemnik"" enako, kot je beseda ""stanovanje"" besedi "
