,Language,a,b,c,d,prompts
29,EN,cup,object,desk,"['furniture', 'table', 'piece_of_furniture', 'article_of_furniture', 'furnishing', 'artifact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity']","""cup"" is to ""object"" as ""desk"" is to "
30,SL,naslanjač,stol,kavč,"['pohištvo', 'sedež', 'kos_pohištva', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'oblazinjeno_pohištvo,dnevna_soba']","Beseda ""naslanjač"" je besedi ""stol"" enako, kot je beseda ""kavč"" besedi "
31,SL,mreža_za_lase,material,pita,"['pecivo', 'pečene_dobrote', 'hrana', 'trda_hrana', 'trdnina', 'snov', 'fizična_stvar', 'stvar', 'indoevropsko', 'indoevropski_jezik', 'indohetiti', 'naravni_jezik', 'jezik', 'jezikovna_komunikacija', 'komunikacija', 'abstrakcija', 'abstraktna_entiteta']","Beseda ""mreža_za_lase"" je besedi ""material"" enako, kot je beseda ""pita"" besedi "
32,SL,kad,fizična_stvar,pita,"['pecivo', 'pečene_dobrote', 'hrana', 'trda_hrana', 'trdnina', 'snov', 'fizična_stvar', 'stvar', 'indoevropsko', 'indoevropski_jezik', 'indohetiti', 'naravni_jezik', 'jezik', 'jezikovna_komunikacija', 'komunikacija', 'abstrakcija', 'abstraktna_entiteta']","Beseda ""kad"" je besedi ""fizična_stvar"" enako, kot je beseda ""pita"" besedi "
33,SL,toster,fizični_predmet,mreža_za_lase,"['omrežje', 'mreža', 'tkanina', 'blago', 'material', 'tekstil', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""toster"" je besedi ""fizični_predmet"" enako, kot je beseda ""mreža_za_lase"" besedi "
34,SL,limona,sadje,tv,"['naprava', 'stroj', 'sprejemnik', 'sprejemni_sistem', 'komplet', 'elektronska_oprema', 'oprema', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'oddajanje', 'telekomunikacija', 'medij']","Beseda ""limona"" je besedi ""sadje"" enako, kot je beseda ""tv"" besedi "
35,SL,dnevnik,pisna_komunikacija,dnevnik,"['pisanje', 'pisni_material', 'del_pisanja', 'pisna_komunikacija', 'pisn_jezik', 'črno_belo', 'komunikacija', 'abstrakcija', 'abstraktna_entiteta', 'stvar', 'knjiga', 'izdaja', 'izdelek', 'proizvodnja', 'stvaritev', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar']","Beseda ""dnevnik"" je besedi ""pisna_komunikacija"" enako, kot je beseda ""dnevnik"" besedi "
36,SL,dnevnik,pisni_material,jakna,"['obleke', 'plašč', 'vrhnje_oblačilo', 'zunanje_oblačilo', 'oblačilo', 'obleka', 'kos_obleke', 'nosljiv', 'potrošniško_blago', 'prekrivalo', 'dobrina', 'tržno_blago', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'zimska_obleka,zaščita_pred_dežjem,vodoodporna_oblačila']","Beseda ""dnevnik"" je besedi ""pisni_material"" enako, kot je beseda ""jakna"" besedi "
37,SL,ogrlica,objekt,grenivka,"['citrus', 'agrum', 'sadje', 'užitno_sadje', 'proizvod', 'zelene_dobrine', 'zelena_živila', 'vrtni_voziček', 'hrana', 'snov', 'naravni_predmet', 'fizična_stvar', 'kos', 'stvar', 'objekt', 'fizični_predmet', 'pridelek']","Beseda ""ogrlica"" je besedi ""objekt"" enako, kot je beseda ""grenivka"" besedi "
38,SL,polica,fizični_predmet,deodorant,"['toaletni_pribor', 'toaletni_predmeti', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""polica"" je besedi ""fizični_predmet"" enako, kot je beseda ""deodorant"" besedi "
39,SL,pecivo,užitno_sadje,dnevnik,"['pisanje', 'pisni_material', 'del_pisanja', 'pisna_komunikacija', 'pisn_jezik', 'črno_belo', 'komunikacija', 'abstrakcija', 'abstraktna_entiteta', 'stvar', 'knjiga', 'izdaja', 'izdelek', 'proizvodnja', 'stvaritev', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar']","Beseda ""pecivo"" je besedi ""užitno_sadje"" enako, kot je beseda ""dnevnik"" besedi "
40,SL,pločnik,objekt,zapestnica,"['nakit', 'obroč', 'trak', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'dekoracija', 'okras', 'okrasitev']","Beseda ""pločnik"" je besedi ""objekt"" enako, kot je beseda ""zapestnica"" besedi "
41,SL,mreža_za_lase,fizična_stvar,razglednica,"['kartica', 'dopisovanje', 'prvi_razred', '1_razred', 'prvo_razredna_pošta', '1_razredna_pošta', 'pisna_komunikacija', 'pisn_jezik', 'črno_belo', 'pošta', 'komunikacija', 'sporočilo', 'abstrakcija', 'abstraktna_entiteta', 'stvar']","Beseda ""mreža_za_lase"" je besedi ""fizična_stvar"" enako, kot je beseda ""razglednica"" besedi "
42,SL,miza,objekt,pulover,"['oblačila', 'oblačilo', 'obleka', 'kos_obleke', 'nosljiv', 'potrošniško_blago', 'prekrivalo', 'dobrina', 'tržno_blago', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""miza"" je besedi ""objekt"" enako, kot je beseda ""pulover"" besedi "
43,SL,zvezek,stvar,bencin,"['gorivo', 'ogljikovodik', 'snov', 'organska_spojina', 'spojina', 'kemijska_spojina', 'fizična_stvar', 'kemikalija', 'kemična_snov', 'stvar', 'material', 'del', 'količina', 'sestavni_del', 'komponenta', 'sestavina', 'relacija', 'abstrakcija', 'abstraktna_entiteta', 'tekočina']","Beseda ""zvezek"" je besedi ""stvar"" enako, kot je beseda ""bencin"" besedi "
44,SL,tv,medij,lasnica,"['zaponka', 'pritrdilni_element', 'pritrditev', 'hitra_pritrditev', 'pritrjevanje', 'zadrževanje', 'omejitev', 'naprava', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""tv"" je besedi ""medij"" enako, kot je beseda ""lasnica"" besedi "
45,SL,miza,pohištvo,beležnica,"['beležka', 'zvezek_papirja', 'tablica', 'papir', 'material', 'substanca', 'snov', 'del', 'količina', 'sestavni_del', 'komponenta', 'sestavina', 'fizična_stvar', 'relacija', 'stvar', 'abstrakcija', 'abstraktna_entiteta']","Beseda ""miza"" je besedi ""pohištvo"" enako, kot je beseda ""beležnica"" besedi "
46,SL,bencin,stvar,krema_za_sončenje,"['krema', 'losjon', 'mazilo', 'mehčalo', 'toaletni_pribor', 'toaletni_predmeti', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""bencin"" je besedi ""stvar"" enako, kot je beseda ""krema_za_sončenje"" besedi "
47,SL,kavč,fizična_stvar,sokovnik,"['pripomoček', 'fizična_stvar', 'stvar', 'kos', 'objekt', 'fizični_predmet', 'stiskalec_soka', 'kuhinjski_aparat', 'orodje', 'predmet']","Beseda ""kavč"" je besedi ""fizična_stvar"" enako, kot je beseda ""sokovnik"" besedi "
48,SL,obleka,objekt,zvezek,"['knjiga', 'izdaja', 'izdelek', 'proizvodnja', 'stvaritev', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'prenosni_računalnik', 'osebni_računalnik', 'pc', 'mikroračunalnik', 'digitalni_računalnik', 'računalnik', 'računski_stroj', 'računska_naprava', 'procesor_podatkov', 'elektronski_računalnik', 'sistem_za_procesiranje_informacij', 'stroj', 'naprava', 'vezana_knjiga,zapiski']","Beseda ""obleka"" je besedi ""objekt"" enako, kot je beseda ""zvezek"" besedi "
49,SL,toster,objekt,računalnik,"['naprava', 'stroj', 'pripomoček', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'strokovnjak', 'oseba', 'posameznik', 'nekdo', 'smrtnik', 'duša', 'povzročitelj', 'vzrok', 'vzročna_agencija', 'organizem', 'bitje', 'živo_bitje', 'neživa_stvar']","Beseda ""toster"" je besedi ""objekt"" enako, kot je beseda ""računalnik"" besedi "
50,SL,tv,stroj,zobna_ščetka,"['krtačka', 'toaletni_pribor', 'toaletni_predmeti', 'orodje', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'brki', 'dlake_na_obrazu', 'lasje', 'prekritje_telesa', 'prekrivalo', 'naravna_prevleka', 'prevleka', 'naravni_predmet']","Beseda ""tv"" je besedi ""stroj"" enako, kot je beseda ""zobna_ščetka"" besedi "
51,SL,srajca,stvar,zvezek,"['knjiga', 'izdaja', 'izdelek', 'proizvodnja', 'stvaritev', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'prenosni_računalnik', 'osebni_računalnik', 'pc', 'mikroračunalnik', 'digitalni_računalnik', 'računalnik', 'računski_stroj', 'računska_naprava', 'procesor_podatkov', 'elektronski_računalnik', 'sistem_za_procesiranje_informacij', 'stroj', 'naprava', 'vezana_knjiga,zapiski']","Beseda ""srajca"" je besedi ""stvar"" enako, kot je beseda ""zvezek"" besedi "
52,SL,pločnik,pot,krilo,"['oblačila', 'oblačilo', 'obleka', 'kos_obleke', 'nosljiv', 'potrošniško_blago', 'prekrivalo', 'dobrina', 'tržno_blago', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""pločnik"" je besedi ""pot"" enako, kot je beseda ""krilo"" besedi "
53,SL,fotografija,fizična_stvar,pecivo,"['hrana', 'testo', 'jed', 'mešanica', 'mešanica_stvari', 'živilo', 'prehranski_izdelek', 'hranilo', 'substanca', 'snov', 'fizična_stvar', 'stvar', 'pečene_dobrote', 'trda_hrana', 'trdnina']","Beseda ""fotografija"" je besedi ""fizična_stvar"" enako, kot je beseda ""pecivo"" besedi "
54,SL,sokovnik,objekt,obleka,"['oblačila', 'oblačilo', 'obleka', 'kos_obleke', 'nosljiv', 'potrošniško_blago', 'prekrivalo', 'dobrina', 'tržno_blago', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""sokovnik"" je besedi ""objekt"" enako, kot je beseda ""obleka"" besedi "
55,SL,pita,jezikovna_komunikacija,bencin,"['gorivo', 'ogljikovodik', 'snov', 'organska_spojina', 'spojina', 'kemijska_spojina', 'fizična_stvar', 'kemikalija', 'kemična_snov', 'stvar', 'material', 'del', 'količina', 'sestavni_del', 'komponenta', 'sestavina', 'relacija', 'abstrakcija', 'abstraktna_entiteta', 'tekočina']","Beseda ""pita"" je besedi ""jezikovna_komunikacija"" enako, kot je beseda ""bencin"" besedi "
56,SL,ogrlica,fizični_predmet,računalnik,"['naprava', 'stroj', 'pripomoček', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar', 'strokovnjak', 'oseba', 'posameznik', 'nekdo', 'smrtnik', 'duša', 'povzročitelj', 'vzrok', 'vzročna_agencija', 'organizem', 'bitje', 'živo_bitje', 'neživa_stvar']","Beseda ""ogrlica"" je besedi ""fizični_predmet"" enako, kot je beseda ""računalnik"" besedi "
57,SL,krilo,prekrivalo,parfum,"['toaletni_pribor', 'toaletni_predmeti', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""krilo"" je besedi ""prekrivalo"" enako, kot je beseda ""parfum"" besedi "
58,SL,krema_za_sončenje,mazilo,krema_za_sončenje,"['krema', 'losjon', 'mazilo', 'mehčalo', 'toaletni_pribor', 'toaletni_predmeti', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""krema_za_sončenje"" je besedi ""mazilo"" enako, kot je beseda ""krema_za_sončenje"" besedi "
59,SL,skodelica,objekt,miza,"['pohištvo', 'kos_pohištva', 'predmet', 'kos', 'objekt', 'fizični_predmet', 'fizična_stvar', 'stvar']","Beseda ""skodelica"" je besedi ""objekt"" enako, kot je beseda ""miza"" besedi "
60,SK,kreslo,stolička,pohovka,"['nábytok', 'sedadlo', 'kus_nábytku', 'zariadenie', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita']","Slovo ""kreslo""  sa má k slovu ""stolička"" ako slovo ""pohovka"" k slovu "
61,SK,sieťka_na_vlasy,materiál,"koláč,_protoindoeurópsky_jazyk","['pečivo', 'potrava', 'pevná_potrava', 'pevná_látka', 'hmota', 'fyzická_entita', 'entita', 'indoeurópsky_jazyk', 'indochetitský_jazyk', 'prirodzený_jazyk', 'jazyk', 'jazyková_komunikácia', 'komunikácia', 'abstrakcia', 'abstraktná_entita']","Slovo ""sieťka_na_vlasy""  sa má k slovu ""materiál"" ako slovo ""koláč,_protoindoeurópsky_jazyk"" k slovu "
62,SK,vaňa,fyzická_entita,"koláč,_protoindoeurópsky_jazyk","['pečivo', 'potrava', 'pevná_potrava', 'pevná_látka', 'hmota', 'fyzická_entita', 'entita', 'indoeurópsky_jazyk', 'indochetitský_jazyk', 'prirodzený_jazyk', 'jazyk', 'jazyková_komunikácia', 'komunikácia', 'abstrakcia', 'abstraktná_entita']","Slovo ""vaňa""  sa má k slovu ""fyzická_entita"" ako slovo ""koláč,_protoindoeurópsky_jazyk"" k slovu "
63,SK,hriankovač,fyzický_objekt,sieťka_na_vlasy,"['sieť', 'mriežka', 'tkanina', 'látka', 'materiál', 'textília', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita']","Slovo ""hriankovač""  sa má k slovu ""fyzický_objekt"" ako slovo ""sieťka_na_vlasy"" k slovu "
64,SK,citrón,ovocie,televízia,"['zariadenie', 'stroj', 'prijímač', 'elektronické_zariadenie', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita', 'vysielanie', 'telekomunikácie', 'médium']","Slovo ""citrón""  sa má k slovu ""ovocie"" ako slovo ""televízia"" k slovu "
65,SK,denník,písomná_komunikácia,denník,"['písanie', 'písomný_materiál', 'písomná_komunikácia', 'písaný_jazyk', 'komunikácia', 'abstrakcia', 'abstraktná_entita', 'entita', 'kniha', 'zväzok', 'produkt', 'produkcia', 'výtvor', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita']","Slovo ""denník""  sa má k slovu ""písomná_komunikácia"" ako slovo ""denník"" k slovu "
66,SK,denník,písomný_materiál,sako,"['kabát', 'zvrchník', 'odev', 'oblečenie', 'kus_oblečenia', 'ošatenie', 'oblek', 'spotrebný_tovar', 'pokrývka', 'produkt', 'tovar', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita']","Slovo ""denník""  sa má k slovu ""písomný_materiál"" ako slovo ""sako"" k slovu "
67,SK,náhrdelník,objekt,grapefruit,"['citrus', 'citrusové_ovocie', 'ovocie', 'jedlé_ovocie', 'plodina', 'potrava', 'hmota', 'prirodzený_objekt', 'fyzická_entita', 'entita', 'objekt', 'fyzický_objekt']","Slovo ""náhrdelník""  sa má k slovu ""objekt"" ako slovo ""grapefruit"" k slovu "
68,SK,polička,fyzický_objekt,deodorant,"['toaletná_potreba', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita', 'kozmetika']","Slovo ""polička""  sa má k slovu ""fyzický_objekt"" ako slovo ""deodorant"" k slovu "
69,SK,pečivo,jedlé_ovocie,denník,"['písanie', 'písomný_materiál', 'písomná_komunikácia', 'písaný_jazyk', 'komunikácia', 'abstrakcia', 'abstraktná_entita', 'entita', 'kniha', 'zväzok', 'produkt', 'produkcia', 'výtvor', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita']","Slovo ""pečivo""  sa má k slovu ""jedlé_ovocie"" ako slovo ""denník"" k slovu "
70,SK,chodník,objekt,náramok,"['šperky', 'páska', 'pásik', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita', 'ozdoba', 'dekorácia', 'ornament']","Slovo ""chodník""  sa má k slovu ""objekt"" ako slovo ""náramok"" k slovu "
71,SK,sieťka_na_vlasy,fyzická_entita,pohľadnica,"['karta', 'korešpodencia', 'prvá_trieda', '1._trieda', 'pošta_prvej_triedy', 'pošta_1._triedy', 'písomná_komunikácia', 'písaný_jazyk', 'čiernobiela_pohľadnica', 'pošta', 'komunikácia', 'správa', 'abstrakcia', 'abstraktná_entita', 'entita']","Slovo ""sieťka_na_vlasy""  sa má k slovu ""fyzická_entita"" ako slovo ""pohľadnica"" k slovu "
72,SK,písací_stôl,objekt,sveter,"['odev', 'oblečenie', 'kus_oblečenia', 'ošatenie', 'oblek', 'spotrebný_tovar', 'pokrývka', 'produkt', 'tovar', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita']","Slovo ""písací_stôl""  sa má k slovu ""objekt"" ako slovo ""sveter"" k slovu "
73,SK,notebook,entita,benzín,"['palivo', 'uhľovodík', 'látka', 'organická_zlúčenina', 'hmota', 'zlúčenina', 'chemická_zlúčenina', 'fyzická_entita', 'chemikália', 'chemická_látka', 'entita', 'materiál', 'časť', 'kus', 'komponent', 'súčasť', 'vzťah', 'abstrakcia', 'abstraktná_entita']","Slovo ""notebook""  sa má k slovu ""entita"" ako slovo ""benzín"" k slovu "
74,SK,televízia,médium,špendlík_do_vlasov,"['špendlík', 'obmedzenie', 'ohraničenie', 'zariadenie', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita']","Slovo ""televízia""  sa má k slovu ""médium"" ako slovo ""špendlík_do_vlasov"" k slovu "
75,SK,písací_stôl,nábytok,poznámkový_blok,"['blok', 'papierový_blok', 'papier', 'materiál', 'látka', 'hmota', 'časť', 'kus', 'komponent', 'súčasť', 'fyzická_entita', 'vzťah', 'entita', 'abstrakcia', 'abstraktná_entita']","Slovo ""písací_stôl""  sa má k slovu ""nábytok"" ako slovo ""poznámkový_blok"" k slovu "
76,SK,benzín,entita,krém_na_opaľovanie,"['krém', 'kozmetická_voda', 'masť', 'zmäkčovač', 'toaletná_potreba', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita']","Slovo ""benzín""  sa má k slovu ""entita"" ako slovo ""krém_na_opaľovanie"" k slovu "
77,SK,pohovka,fyzická_entita,odšťavovač,"['fyzická_entita', 'entita', 'objekt', 'fyzický_objekt', 'lis', 'kuchynské_zariadenie', 'nástroj', 'artefakt']","Slovo ""pohovka""  sa má k slovu ""fyzická_entita"" ako slovo ""odšťavovač"" k slovu "
78,SK,šaty,objekt,notebook,"['kniha', 'zväzok', 'produkt', 'produkcia', 'výtvor', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita', 'prenosný_počítač', 'osobný_počítač', 'PC', 'mikropočítač', 'digitálny_počítač', 'počítač', 'počítací_stroj', 'výpočtové_zariadenie', 'spracovanie_dát', 'elektronický_počítač', 'informačný_sytém', 'stroj', 'zariadenie']","Slovo ""šaty""  sa má k slovu ""objekt"" ako slovo ""notebook"" k slovu "
79,SK,hriankovač,objekt,počítač,"['zariadenie', 'stroj', 'prístroj', 'artefakt', 'objekt', 'fyzický_objekt', 'fyzická_entita', 'entita', 'expert', 'osoba', 'indivíduum', 'niekto', 'smrteľník', 'duša', 'kauzálny_agent', 'príčina', 'organizmus', 'bytosť', 'živá_vec']","Slovo ""hriankovač""  sa má k slovu ""objekt"" ako slovo ""počítač"" k slovu "
